category,series_name,tile_type,color,surface,size_cm,size_inches,sku_code,application,suitable_for,unnamed:_10,embedding_text,page_number,image_path
Concrete,Surface 2.0,Porcelain Tiles,Night,Lappato,60x60,"23.62""x23.62""",A06GZSUR-NT0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,60x60,"23.62""x23.62""",A06GZSUR-OWH.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Lappato,60x60,"23.62""x23.62""",A06GZSUR-OWH.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,60x60,"23.62""x23.62""",A06GZSUR-SN0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Lappato,60x60,"23.62""x23.62""",A06GZSUR-SN0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Matt,30x60,"11.81""x23.62""",A09GZSUR-AS0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Lappato,30x60,"11.81""x23.62""",A09GZSUR-AS0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Matt,30x60,"11.81""x23.62""",A09GZSUR-CL0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Lappato,30x60,"11.81""x23.62""",A09GZSUR-CL0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,30x60,"11.81""x23.62""",A09GZSUR-CGY.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Lappato,30x60,"11.81""x23.62""",A09GZSUR-CGY.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Matt,30x60,"11.81""x23.62""",A09GZSUR-CP0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Lappato,30x60,"11.81""x23.62""",A09GZSUR-CP0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Matt,30x60,"11.81""x23.62""",A09GZSUR-LSN.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Lappato,30x60,"11.81""x23.62""",A09GZSUR-LSN.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,30x60,"11.81""x23.62""",A09GZSUR-MGY.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Lappato,30x60,"11.81""x23.62""",A09GZSUR-MGY.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Matt,30x60,"11.81""x23.62""",A09GZSUR-NT0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Lappato,30x60,"11.81""x23.62""",A09GZSUR-NT0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,30x60,"11.81""x23.62""",A09GZSUR-OWH.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Lappato,30x60,"11.81""x23.62""",A09GZSUR-OWH.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,30x60,"11.81""x23.62""",A09GZSUR-SN0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Lappato,30x60,"11.81""x23.62""",A09GZSUR-SN0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Lappato finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Matt,80x80,"31.49""x31.49""",A05GZSUR-NIT.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,80x80,"31.49""x31.49""",A05GZSUR-SND.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,80x80,"31.49""x31.49""",A05GZSUR-CGY.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,80x80,"31.49""x31.49""",A05GZSUR-MGY.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,80x80,"31.49""x31.49""",A05GZSUR-OWH.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Matt,60x90,"23.62""x35.43""",A03GZSUR-NIT.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Matt finish, size 60x90 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,60x90,"23.62""x35.43""",A03GZSUR-SND.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 60x90 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,60x90,"23.62""x35.43""",A03GZSUR-CGY.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 60x90 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,60x90,"23.62""x35.43""",A03GZSUR-MGY.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 60x90 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,60x90,"23.62""x35.43""",A03GZSUR-OWH.Y0X7R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 60x90 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Matt,60x60,"23.62""x23.62""",A06GZSUR-AS0.M0T5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Matt,60x60,"23.62""x23.62""",A06GZSUR-NT0.M0T5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,60x60,"23.62""x23.62""",A06GZSUR-SN0.M0T5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Matt,60x60,"23.62""x23.62""",A06GZSUR-CP0.M0T5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,60x60,"23.62""x23.62""",A06GZSUR-CGY.M0T5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,60x60,"23.62""x23.62""",A06GZSUR-MGY.M0T5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,60x60,"23.62""x23.62""",A06GZSUR-OWH.M0T5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Marble,Bianco Venato,Porcelain Tiles,White,Polished,90x180,"35.43""x70.86""",A93GBACV-WHE.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",7,./extracted_images/STATUARIO_VENATO_WHITE.jpeg
Marble,Calacatta Soft,Porcelain Tiles,White,Polished,90x180,"35.43""x70.86""",A93GCCSF-WHE.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",7,./extracted_images/CALACATTA_RIO_WHITE.jpeg
Marble,Extra Bianco Statuario,Porcelain Tiles,White,Polished,90x180,"35.43""x70.86""",A93GEXBS-WHE.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",8,./extracted_images/EXTRA_BIANCO_STATUARIO_WHITE_IMPACT_STATUARIO_WHITE.jpeg
Marble,Impact Statuario,Porcelain Tiles,White,Polished,90x180,"35.43""x70.86""",A93GIMCS-WHE.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",8,./extracted_images/CALACATTA_RIO_WHITE.jpeg
Marble,Lasa Marble,Porcelain Tiles,White,Polished,90x180,"35.43""x70.86""",A93GLSMR-WHE.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",9,./extracted_images/PANDA_MARBLE_WHITE.jpeg
Marble,Statuario Palladio,Porcelain Tiles,White,Polished,90x180,"35.43""x70.86""",A93GSTDO-WHE.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",9,./extracted_images/STATUARIO_VENATO_WHITE.jpeg
Marble,Statuario Vitruvio,Porcelain Tiles,White,Polished,90x180,"35.43""x70.86""",A93GSTVO-WHE.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",10,./extracted_images/STATUARIO_VITRUVIO_WHITE.jpeg
Marble,Ivory Onyx,Porcelain Tiles,Ivory,Polished,90x180,"35.43""x70.86""",A93GIVOX-IVO.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",11,./extracted_images/BRYSTONE_IVORY.jpeg
Marble,Grigio Savoia,Porcelain Tiles,Ivory,Polished,90x180,"35.43""x70.86""",A93GGROS-IVO.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",11,./extracted_images/IVORY_ONYX_IVORY_GRIGIO_SAVOIA_IVORY.jpeg
Marble,Pietra Grey,Porcelain Tiles,Grey,Polished,90x180,"35.43""x70.86""",A93GPIEG-GRY.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",12,NO MATCH
Marble,Breccia Veneziana,Porcelain Tiles,Light Grey,Polished,90x180,"35.43""x70.86""",A93GBCVZ-LIG.N0X5P,Wall,Domestic/Light Commercial,,"series Porcelain Tiles in Light Grey color with a Polished finish, size 90x180 cm, suitable for wall applications in domestic/light commercial spaces.",12,./extracted_images/BRECCIA_VENEZIANA_LIGHT_GREY_PIETRA_GREY_GREY.jpeg
Marble,Amani Marble,Porcelain Tiles,Dark Grey,Polished,120x120,"47.24""x47.24""",A22GAMMB-DKG.N0X5P,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",13,./extracted_images/AMANI_MARBLE_DARK_GREY.jpeg
Marble,Amani Marble,Porcelain Tiles,Light Grey,Polished,120x120,"47.24""x47.24""",A22GAMMB-LIG.N0X5P,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Grey color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",13,./extracted_images/AMANI_MARBLE_LIGHT_GREY.jpeg
Marble,Amani Marble,Porcelain Tiles,Brown,Polished,120x120,"47.24""x47.24""",A22GAMMB-BRN.N0X5P,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Brown color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",13,./extracted_images/AMANI_MARBLE_BROWN.jpg
Marble,Bahia Wave,Porcelain Tiles,Blue,Polished,120x120,"47.24""x47.24""",A22GBHWE-BLE.N0X5P,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Blue color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",13,./extracted_images/BAHIA_WAVE_BLUE.jpeg
Marble,Breccia Daino,Porcelain Tiles,Beige,Polished,120x120,"47.24""x47.24""",A22GBRDA-BEE.N0X5P,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",13,./extracted_images/BRECCIA_DAINO_BEIGE.jpeg
Marble,Calacatta Africa,Porcelain Tiles,White,Matt,120x120,"47.24""x47.24""",A22GCCAF-WHE.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",13,./extracted_images/CALACATTA_AFRICA_WHITE.jpeg
Marble,Calacatta Africa,Porcelain Tiles,White,Polished,120x120,"47.24""x47.24""",A22GCCAF-WHE.N0X5P,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",13,./extracted_images/CALACATTA_AFRICA_WHITE.jpeg
