category,series_name,tile_type,color,surface,size_cm,size_inches,sku_code,application,suitable_for,unnamed:_10,embedding_text,page_number,image_path
Concrete,Revive Concrete,Porcelain Tiles,Concrete Grey,Matt,60x120,"23.62""x47.24""",A12GZRCC-CCG.M2S5R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Concrete Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Concrete Grey,Matt,60x60,"23.62""x23.62""",A06GZRCC-CCG.M2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Concrete Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Concrete Grey,Lappato,60x60,"23.62""x23.62""",A06GZRCC-CCG.M2L,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Concrete Grey color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Concrete Grey,Matt,30x60,"11.81""x23.62""",AGB09REVCCRGZMSNLR,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Concrete Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Graphite Grey,Matt,80x80,"31.49""x31.49""",A05GZRCC-GPG.M6X0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Graphite Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Graphite Grey,Matt,60x60,"23.62""x23.62""",A06GZRCC-GGY.M2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Graphite Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Graphite Grey,Lappato,60x60,"23.62""x23.62""",A06GZRCC-GGY.M2L,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Graphite Grey color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Graphite Grey,Matt,30x60,"11.81""x23.62""",AGB09REVCGPGZMLNLR,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Graphite Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CONCRETE_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Pitch Black,Matt,80x80,"31.49""x31.49""",A05GZRCC-PTB.M6X0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Pitch Black color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CLOUD_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Pitch Black,Matt,60x60,"23.62""x23.62""",A06GZRCC-PTB.M2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Pitch Black color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CLOUD_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Pitch Black,Lappato,60x120,"23.62""x47.24""",A12GZRCC-PTB.M6X5L,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Pitch Black color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_CLOUD_GREY.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Summer Sand,Matt,80x80,"31.49""x31.49""",A05GZRCC-SMS.M6X0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Summer Sand color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_SUMMER_SAND.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Summer Sand,Matt,60x60,"23.62""x23.62""",A06GZRCC-SSN.M2R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Summer Sand color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_SUMMER_SAND.jpeg
Concrete,Revive Concrete,Porcelain Tiles,Active White,Matt,30x60,"11.81""x23.62""",AGB09REVCACWZMLNLR,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,Signature Collection,"series Porcelain Tiles in Active White color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",5,./extracted_images/REVIVE_CONCRETE_ACTIVE_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Matt,120x120,"47.24""x47.24""",A22GZSFX-CGY.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,120x120,"47.24""x47.24""",A22GZSFX-OWH.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,120x120,"47.24""x47.24""",A22GZSFX-SND.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,60x60,"23.62""x23.62""",A06GZSUR-OWH.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,60x60,"23.62""x23.62""",A06GZSUR-SN0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,30x60,"11.81""x23.62""",A09GZSUR-OWH.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,30x60,"11.81""x23.62""",A09GZSUR-SN0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Matt,30x30,"11.81""x11.81""",A00GZSUR-CL0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Matt finish, size 30x30 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,30x30,"11.81""x11.81""",A00GZSUR-CGY.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 30x30 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Matt,30x30,"11.81""x11.81""",A00GZSUR-LSN.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Matt finish, size 30x30 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,30x30,"11.81""x11.81""",A00GZSUR-MGY.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 30x30 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,30x30,"11.81""x11.81""",A00GZSUR-OWH.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 30x30 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,30x30,"11.81""x11.81""",A00GZSUR-SN0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 30x30 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Matt,80x80,"31.49""x31.49""",A05GZSUR-ASH.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Lappato,80x80,"31.49""x31.49""",A05GZSUR-ASH.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Matt,80x80,"31.49""x31.49""",A05GZSUR-CLA.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Lappato,80x80,"31.49""x31.49""",A05GZSUR-CLA.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,80x80,"31.49""x31.49""",A05GZSUR-CGY.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Lappato,80x80,"31.49""x31.49""",A05GZSUR-CGY.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Matt,80x80,"31.49""x31.49""",A05GZSUR-COP.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Lappato,80x80,"31.49""x31.49""",A05GZSUR-COP.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Matt,80x80,"31.49""x31.49""",A05GZSUR-LHS.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Lappato,80x80,"31.49""x31.49""",A05GZSUR-LHS.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,80x80,"31.49""x31.49""",A05GZSUR-MGY.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Lappato,80x80,"31.49""x31.49""",A05GZSUR-MGY.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Matt,80x80,"31.49""x31.49""",A05GZSUR-NIT.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Lappato,80x80,"31.49""x31.49""",A05GZSUR-NIT.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,80x80,"31.49""x31.49""",A05GZSUR-OWH.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Lappato,80x80,"31.49""x31.49""",A05GZSUR-OWH.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,80x80,"31.49""x31.49""",A05GZSUR-SND.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Lappato,80x80,"31.49""x31.49""",A05GZSUR-SND.M0X0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Lappato finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Matt,60x120,"23.62""x47.24""",A12GZSUR-AS0.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Lappato,60x120,"23.62""x47.24""",A12GZSUR-AS0.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Matt,60x120,"23.62""x47.24""",A12GZSUR-CL0.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Lappato,60x120,"23.62""x47.24""",A12GZSUR-CL0.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,60x120,"23.62""x47.24""",A12GZSUR-CGY.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Lappato,60x120,"23.62""x47.24""",A12GZSUR-CGY.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Matt,60x120,"23.62""x47.24""",A12GZSUR-COP.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Lappato,60x120,"23.62""x47.24""",A12GZSUR-CP0.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Matt,60x120,"23.62""x47.24""",A12GZSUR-LSN.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Lappato,60x120,"23.62""x47.24""",A12GZSUR-LSN.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,60x120,"23.62""x47.24""",A12GZSUR-MGY.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Lappato,60x120,"23.62""x47.24""",A12GZSUR-MGY.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Matt,60x120,"23.62""x47.24""",A12GZSUR-NT0.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Lappato,60x120,"23.62""x47.24""",A12GZSUR-NIT.M0X5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Matt,60x120,"23.62""x47.24""",A12GZSUR-OWH.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Off White,Lappato,60x120,"23.62""x47.24""",A12GZSUR-OWH.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_OFF_WHITE.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Matt,60x120,"23.62""x47.24""",A12GZSUR-SN0.M0S5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Sand,Lappato,60x120,"23.62""x47.24""",A12GZSUR-SN0.M0S5L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Sand color with a Lappato finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Matt,60x60,"23.62""x23.62""",A06GZSUR-AS0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Ash,Lappato,60x60,"23.62""x23.62""",A06GZSUR-AS0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ash color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Matt,60x60,"23.62""x23.62""",A06GZSUR-CL0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Clay,Lappato,60x60,"23.62""x23.62""",A06GZSUR-CL0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Clay color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_ASH.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Matt,60x60,"23.62""x23.62""",A06GZSUR-CGY.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Cool Grey,Lappato,60x60,"23.62""x23.62""",A06GZSUR-CGY.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Cool Grey color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COOL_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Matt,60x60,"23.62""x23.62""",A06GZSUR-CP0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Copper,Lappato,60x60,"23.62""x23.62""",A06GZSUR-CP0.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Copper color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_COPPER.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Matt,60x60,"23.62""x23.62""",A06GZSUR-LSN.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Light Sand,Lappato,60x60,"23.62""x23.62""",A06GZSUR-LSN.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Sand color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_SAND.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Matt,60x60,"23.62""x23.62""",A06GZSUR-MGY.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Mid Grey,Lappato,60x60,"23.62""x23.62""",A06GZSUR-MGY.M0L,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Mid Grey color with a Lappato finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_MID_GREY.jpeg
Concrete,Surface 2.0,Porcelain Tiles,Night,Matt,60x60,"23.62""x23.62""",A06GZSUR-NT0.M0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Night color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",6,./extracted_images/SURFACE_2_0_NIGHT.jpeg
